,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
11337,0.31226698209640036,200.0,0.9954461864143229,3.2149470767253203,9.484533964192801,baja
11338,0.3918115464925688,60.0,0.9941315233746195,2.9135377761593872,10.4116977907249,baja
11339,0.3665236039165095,83.32618019582547,0.9946540774321062,2.9976394646224067,10.1,baja
11340,0.3973926607176203,149.0,0.9946831288071388,3.08,8.705214678564758,baja
11341,0.26,197.0,0.9968450130909998,3.2687352546265465,9.578735254626546,baja
11342,0.26706637895156904,138.0,0.993077714568518,3.039624294736078,10.796242947360783,baja
11343,0.2363367102251407,145.0,0.9933332813811516,3.2126656276230334,10.0,baja
11344,0.44846794003107726,148.0,0.9982266655165383,3.1548648182380363,8.947746970633936,baja
11345,0.4322828731682359,99.0,0.9953440351319626,3.2725920953084167,10.013991217009352,baja
11346,0.6106625273338128,12.0,0.9944925741435405,3.179337472666187,9.737750182225419,baja
11347,0.36182572490693976,75.0,0.9974719226765931,3.125435687732651,9.327247583643533,baja
11348,0.6826059607132616,94.0,0.9948430133212545,3.4800629035949844,9.869701964336922,baja
11349,0.2401149290748601,204.0,0.9958704976358287,3.1590038504772817,9.8494253546257,baja
11350,0.3477754325685031,177.0,0.9957626789232344,3.1693923403876156,10.591246146580538,baja
11351,0.369605448796871,214.0,0.997470068109961,3.2944081731953068,9.356689369986963,baja
11352,0.4807033116421335,38.0,0.9977740339905096,3.24,10.834114790713482,baja
11353,0.2941079548744649,167.0,0.9972636999942095,3.095892045125535,9.28821590974893,baja
11354,0.5503699057314444,17.0,0.9993090013466936,3.1472133153774178,10.11393342311291,baja
11355,0.2911568608643486,200.0,0.9954630745113086,3.187503919123653,9.442313721728697,baja
11356,0.23343868454965921,102.0,0.9950206911005043,3.153438684549659,9.5,baja
11357,0.5948680490698723,73.51319509301275,0.9968542507004537,3.1692082944192346,9.351319509301277,baja
11358,0.1883145229823006,158.0,0.9992317854107838,3.1039481929064463,9.247511559898859,baja
11359,0.29100308715058465,190.36676957168615,0.9984899331906671,3.0613168685302155,8.763323042831384,baja
11360,0.5729768670977546,35.0,0.9963896466175507,3.304682088601497,9.843031504895542,baja
11361,0.3496349013452093,118.0,0.9936642326756348,3.207502062614205,9.503568481979707,baja
11362,0.2210610009231419,183.0,0.9984943983394419,3.2389389990768582,9.377877998153716,baja
11363,0.4038139787820126,110.0,0.9956988373673876,2.885511603667238,10.033720877537474,baja
11364,0.7479810198400266,20.0,0.9967175392634882,3.3385929292032657,9.417539263488084,baja
11365,0.36185088879182814,84.0,0.9927,3.215462722197957,9.963881665938711,baja
11366,0.5154234583851119,17.0,0.9998082363087841,3.1405568492162117,10.14721575391894,baja
11367,0.17068117025940602,102.0,0.9919294223492872,3.065666915966338,10.97956489221782,baja
11368,0.4201623569861413,98.0,1.0009754840950926,3.1998051716166307,9.2,baja
11369,0.21562333371936807,153.55623333719367,0.993781726990851,3.3796949982628437,10.544376666280632,baja
11370,0.33,105.0,0.9972,3.05,9.2,baja
11371,0.5294585998244081,9.0,0.9962152729966135,3.344440400050169,10.444404000501692,baja
11372,0.2929583360885896,215.28402773185684,0.9952436666887088,3.3924861010085046,10.044375041328845,baja
11373,0.22111570008837503,135.0,0.9964910127374066,3.1994421499558126,10.5,baja
11374,0.2820069047841332,177.0,0.9966631161876309,3.3099309521586684,9.079930952158668,baja
11375,0.562039494415101,14.0,0.9996999801942663,3.21037117727063,9.544442243807373,baja
11376,0.581574834561064,72.0,0.9983697561419845,3.2470820415267085,9.582028827862578,baja
11377,0.16242668322970885,92.16019059449792,0.992489420841172,3.3251466335405824,10.98009529724896,baja
11378,0.27963531209668757,177.0,1.000272723921744,3.266717808870188,9.014587516132499,baja
11379,0.64,31.0,0.99689,3.59,9.8,baja
11380,0.43949912891424936,125.0,0.9942906089986385,3.1045873731279676,9.813261248298152,baja
11381,0.24356133994837065,182.0,0.9953871226798968,3.139587369716039,9.5,baja
11382,0.5647737791678399,95.0,0.9906520096161135,3.1056962434137136,10.843037565862865,baja
11383,0.38509676531112214,126.0,0.9971666589322461,3.226078340379366,9.11960829810317,baja
11384,0.43908799383504354,20.0,0.9977373922527631,3.1778047716412003,10.809120061649564,baja
11385,0.3054662525609448,165.0,0.9995730550717065,3.374106128329228,9.213601242317164,baja
11386,0.6176592964446733,74.34574120555841,0.9973730851758889,3.160744472333505,9.330851758888317,baja
11387,0.2144635626347396,147.0,0.9959838933815574,3.267735042235567,10.0,baja
11388,0.37615328391037395,70.0,0.9958606526051332,3.35923358044813,9.593839406924488,baja
11389,0.2862026290244586,210.48663745528378,0.9978680054854491,3.118396494634055,9.402672508943242,baja
11390,0.23714551629471237,143.0,0.994867894814175,3.085359137221034,9.48569655803525,baja
11391,0.4349308009660254,48.0,0.9981758094497003,3.3828162216855415,9.905632443371083,baja
11392,0.570838968600816,193.0,0.9970478041172839,3.1971903098353995,9.360585568724305,baja
11393,0.4173844722327104,122.0,0.9979956145972798,3.2422319860219617,9.647689444654208,baja
11394,0.32,180.0,0.99514,3.14,9.6,baja
11395,0.4692054362634344,37.0,0.9963504652351612,3.363068478754478,10.638630424910437,baja
11396,0.40622147294292854,294.84409484882536,0.9931557892653659,3.343386267432131,10.500893881362128,baja
11397,0.26323525471715437,199.0,0.9961338237264142,3.560294235848537,10.266176273585772,baja
11398,0.36512251156086084,72.0,0.9912473813256454,3.2197549768782783,11.102450231217217,baja
11399,0.47669740176117004,177.0,0.9928677947059082,3.2572936830189794,10.5717125148847,baja
11400,0.3651153372582334,77.3969494388215,0.9925465069140693,3.3477864607175047,11.241220224471402,baja
11401,0.47822572345763564,44.0,0.9942054016074239,3.4325648232067483,11.163548553084729,baja
11402,0.2577968633127243,131.0,0.9942059447339799,3.172203136687276,10.679238237422716,baja
11403,0.21,146.0,1.0001,3.3,8.7,baja
11404,0.31228833416356855,119.0,1.0000308154216109,3.179237221945477,9.492372219454772,baja
11405,0.3762349960093675,16.0,0.9974829896860877,3.315411665336456,9.629176669327087,baja
11406,0.671167474819347,214.0,0.9973104031281199,3.1022808443942016,9.084794370705325,baja
11407,0.48382472364964163,45.0,0.9965673402648617,3.100268031081623,9.489484513514718,baja
11408,0.5029451281571953,42.0,0.9985290958758688,3.176036321063982,9.872364771627147,baja
11409,0.4428293443380772,186.0,0.9957069040623302,3.114263475470462,9.4,baja
11410,0.30788201407202215,181.0,0.9967128682372141,3.003176978891967,9.177479959794223,baja
11411,0.24484955226409805,141.0,0.9919982399160888,3.172728187654941,9.657572707816863,baja
11412,0.46527710963916724,96.0,0.9949131704034462,3.2615077456111905,9.5,baja
11413,0.34778817502739184,249.65769459978085,0.9966067290501643,3.3436922160087654,8.99327094983565,baja
11414,0.3193055626688621,184.0,0.9938345482572242,3.0912152653294913,9.301736093327845,baja
11415,0.439247710123942,60.7232670692723,0.9913050509982206,3.3166039758436616,11.840247190053994,baja
11416,0.3264817256900559,167.0,0.9971602554098865,3.130713343766927,9.4,baja
11417,0.32,173.0,0.99872,3.18,9.0,baja
11418,0.4051098871417983,104.0,0.9943675292158421,3.223569655575832,10.727383907373612,baja
11419,0.21,138.0,0.99176,3.05,10.9,baja
11420,0.46241322402580914,168.0,0.9944088328935704,3.1259463814539723,9.3,baja
11421,0.331679410991806,106.0,0.9959739768125734,3.3054753998047732,10.959611407262795,baja
11422,0.31148702339122525,166.0,0.995625282495064,3.219590836261423,8.7765801559415,baja
11423,0.24743993721844043,99.0,0.9908418353855554,3.0674005493386467,11.4564001569539,baja
11424,0.5944278594321001,44.0,0.9950576425461387,3.204324522047493,9.49977036136754,baja
11425,0.7993048134199493,19.0,0.996767977348612,3.3648033977081995,9.537008494270498,baja
11426,0.3447406106777176,115.0,0.9971133274804973,3.130925763347147,8.923703053388587,baja
11427,0.26911556509670714,136.0,0.994606220472287,3.099115565096707,9.5,baja
11428,0.26832214712301716,179.0,0.9982,3.0750335586309485,8.916778528769829,baja
11429,0.4181664635221486,18.891667447991736,0.9917144984529764,3.3381664635221484,12.529583841194627,baja
11430,0.7305048430189458,63.0,0.9964637621075474,3.1211480043399926,9.563762107547364,baja
11431,0.5525697772660867,42.0,0.9971228564248983,3.2394267047355765,9.454287150203402,baja
11432,0.23555221392195988,230.6805973259755,0.9999223893039021,2.999582080220735,9.23194026740245,baja
11433,0.2578549613601908,185.0,0.996800323094066,3.291032132561665,9.388870939218561,baja
11434,0.38953634312845536,116.0,0.9950103259602211,3.1652581490055285,9.41907268625691,baja
11435,0.2171702182272256,123.46462772784032,0.9968038059691637,3.460611681647904,10.207074454431936,baja
11436,0.27912479258086326,196.0,0.9956094975109703,3.143500829676547,9.408752074191367,baja
11437,0.5220578554691409,151.0,0.9965128341291861,3.1927346514601704,9.243592091238979,baja
11438,0.32863375320928445,199.02277077984525,0.9970728836288523,2.9840987403721466,9.4,baja
11439,0.234250898108273,148.0,0.9977705193797782,3.07088693515981,9.075229722113471,baja
11440,0.27914480699685834,174.719498245426,0.9946716760697542,3.3926795789022366,11.456100350914802,baja
11441,0.2781772894673693,172.0,0.9975616866082854,3.265468131597892,9.719156695857317,baja
11442,0.10248033426105607,100.0,0.99280725020784,3.2656117163073626,9.494276151705256,baja
11443,0.33997973852842867,83.33299564214047,0.9980004052294313,3.293319825685619,9.6,baja
11444,0.5744113928421098,120.0,0.996371313303158,3.2811772143157802,9.32205696421055,baja
11445,0.23951482888910455,158.0,0.9964916118631113,3.410078174889299,9.704851711108955,baja
11446,0.32,180.0,0.99514,3.14,9.6,baja
11447,0.47301740149684957,34.0,0.9958495786493486,3.3341895591018904,9.811721576050406,baja
11448,0.6871307163393542,27.0,0.9972003399424981,3.44,9.742614326787084,baja
11449,0.30902187666874864,180.0,0.9958,3.1221584833348204,8.947049099991077,baja
11450,0.27,173.0,0.99699,3.11,9.8,baja
11451,0.35435798251266837,73.11044601932822,0.9919586290952599,3.1241784077312875,10.844178407731288,baja
11452,0.3861412136122062,144.0,0.9942547984535403,3.1888363923367047,9.565390357448997,baja
11453,0.7638920592151672,52.0,0.9975111572249479,3.576689147162095,9.855578612473943,baja
11454,0.4,186.0,0.99754,3.08,9.4,baja
11455,0.2998610392188717,171.0,0.9950133590815842,3.1265740261459145,9.583564934635213,baja
11456,0.20953340553238745,40.13619150760554,0.9925162672442591,2.8036191507605537,10.9,baja
11457,0.8312623248019518,55.67862173388552,0.9966653656947606,3.3628551306445793,9.232137826611448,baja
11458,0.23748091069285276,157.0,0.9945223282461811,3.2725190893071474,10.167938954173488,baja
11459,0.43976856857644125,119.0,0.9958491136393351,3.2226984470238453,10.556746117559614,baja
11460,0.7810817452075058,68.0,0.9956649877136612,3.13516103314724,9.21337738218874,baja
11461,0.5938082999042901,28.0,0.9973060105316744,3.156417466684897,10.610436667122427,baja
11462,0.25482904520524463,137.0,0.993084702112349,3.1969228136944037,9.403419095895108,baja
11463,0.4112068692896847,117.0,0.9949068956429895,3.2100861296541066,10.270689564298948,baja
11464,0.3029995654174551,196.0,0.9967728403803876,3.1847142236310653,9.4057155273787,baja
11465,0.42151223659814585,241.26890295747683,0.9972974704713321,3.43142974584341,9.805883964883112,baja
11466,0.32306758089172427,134.0,0.996108881488682,3.1661018608525198,10.25559255658992,baja
11467,0.43702473007777365,96.0,0.9947355840176317,3.253435637165078,9.5,baja
11468,0.28636984048615693,194.0,0.9967393109684806,3.1081507975692153,9.4,baja
11469,0.2509485763746454,146.0,0.9993395264387566,3.358497966249493,9.05098779749696,baja
11470,0.29858277904511765,205.0,0.9950642864788639,3.259096549574198,9.586448243612972,baja
11471,0.5378485738162908,37.89242869081454,0.996974940016714,3.2636656880208013,10.910757130918546,baja
11472,0.6607046408608472,101.79619012017896,0.9973929535913916,3.233504715623265,9.340761975964208,baja
11473,0.3290873619206166,163.0,0.9937604622727592,3.3523956749583816,9.898859202400772,baja
11474,0.2639132257330499,158.0,0.9965998478552608,3.414449924180709,9.550894497412765,baja
11475,0.30628464658127597,37.0,0.9969402326562596,3.289274735872489,9.528737611614016,baja
11476,0.27836914503198473,117.0,0.9928305956624828,3.2355127014333123,10.871435564013275,baja
11477,0.31085616071464617,141.0,0.992191154795899,3.2452250510202023,10.660812117348483,baja
11478,0.5096947922388512,30.0,0.9954498806451981,3.385846446145747,9.587696692186208,baja
11479,0.21,111.0,0.9956,2.95,9.5,baja
11480,0.61,118.0,0.9954,3.14,9.6,baja
11481,0.21,127.0,0.99368,3.18,10.6,baja
11482,0.3325553368547973,171.91482210484008,0.9944340711580639,3.3867806208876345,10.627766842739867,baja
11483,0.34494712034007813,122.0,0.9974595769627206,3.2626902157864306,9.127959751062745,baja
11484,0.5656915907103044,47.0,0.9968553272568244,3.203280378324043,9.518971969034348,baja
11485,0.38479569676290915,113.0,0.9939963008244974,3.105967725721819,9.247956967629092,baja
11486,0.7563972892081036,14.551640515311146,0.9956267788752717,3.4841312412248917,12.272296721435605,baja
11487,0.32139435957881946,177.0,0.9933031505678661,3.125657265964699,9.871314531929398,baja
11488,0.4143981617902554,45.0,0.9971518529432204,3.4294455903814542,9.224073528389784,baja
11489,0.5709919393378174,13.0,0.998,3.395684010200594,9.2,baja
11490,0.18,123.0,0.996,3.6,10.3,baja
11491,0.27513931790805946,218.0,0.9939721774989962,3.1558101136819903,9.709494315900494,baja
11492,0.5087826275891171,47.0,0.9975207733142328,3.3315845337153434,9.960966099603924,baja
11493,0.32431807230742615,115.0,0.9948204530123039,3.114999839384225,8.718181526153137,baja
11494,0.4506386272019932,68.0,0.9965859563929537,3.3688650067185386,9.350827276799114,baja
11495,0.3569761001924174,157.0,0.9972527849017317,3.2616976100192416,9.041511949903791,baja
11496,0.30822557475310347,162.0,0.9956114583321599,3.2510165229197243,9.441774425246896,baja
11497,0.25141361139951407,174.0,0.9981237695932833,3.1828795829007293,9.0,baja
11498,0.27279623224876864,196.0,0.9952886266834434,3.392131871293098,9.472037677512313,baja
11499,0.26,183.0,0.9958674676372514,3.2,9.372532362748542,baja
11500,0.49765688507227257,88.0,0.9968452452299725,3.139235379366859,9.313921609222314,baja
11501,0.3107792211279449,166.0,0.9946503030319305,3.079393936139181,9.43593073709315,baja
11502,0.5151673236284977,147.0,0.9965799465621477,3.2387148488244266,9.640874580067852,baja
11503,0.3963414167466845,144.0,0.9944819016596697,3.164536566698674,9.427317166506631,baja
11504,0.3456259932774613,105.0,0.9931314700419677,3.2460418773618858,10.054166064680325,baja
11505,0.3405733905563117,195.0,0.9986249840343717,3.3052683261709763,9.16057339055631,baja
11506,0.6461215351539982,47.0,0.997851857058175,3.29551027718768,9.510205543753603,baja
11507,0.6019880615536506,57.0,0.9965760139701444,3.3722343864127975,10.33351579619196,baja
11508,0.9770580617483011,32.0,0.9971017936535645,3.4744919597023642,10.139709691258494,baja
11509,0.35718758160998026,166.0,0.9968116937186805,3.008750326439921,9.44562483678004,baja
11510,0.1621547410620348,130.0,0.9951546259674044,3.0464642231861045,9.621547410620348,baja
11511,0.3277677744457547,128.80580563885613,0.9949310307138266,3.2035936052800706,9.138838872228773,baja
11512,0.30069127321161226,138.0,0.9938393556499252,3.112765092846449,9.8,baja
11513,0.7548465059383527,68.0,0.9961503396401405,3.1797609399048006,9.25273024109247,baja
11514,0.7299855069121255,132.9073805683558,0.9911122431566826,3.258335748847979,11.672214170506736,baja
11515,0.22168803050567074,95.0,0.9932723664042001,2.897743049571715,10.121590088974873,baja
11516,0.2724807706459851,179.0,0.997250038090752,3.232711522894164,9.500769174160597,baja
11517,0.391736459566224,74.1736459566224,0.9935652708086755,3.07131770216888,9.44790621301328,baja
11518,0.4675727631324148,143.0,0.9956660927495335,3.208368319191635,9.625524787874523,baja
11519,0.58,46.2062734698221,0.9969266145327319,3.0674428980590833,9.158745306035579,baja
11520,0.6583025940764562,86.0,0.9974333948118471,3.528642075261165,9.7,baja
11521,0.38269963236009735,127.0,0.9949294950106012,3.2304997374000695,10.302498687000348,baja
11522,0.2160948640071545,111.0,0.9915541130512237,3.314379456028618,11.013905135992845,baja
11523,0.30002739768786235,176.0,0.9948664840154142,3.1333378996146437,9.799931505780343,baja
11524,0.30102225163130997,180.0,0.9960530366449158,3.1110222516313097,8.931629580614484,baja
11525,0.3070585290631995,53.0,0.994225166068035,2.8993157041576927,10.441997743385489,baja
11526,0.5344367597890884,110.0,0.9977397374300779,3.21175536311325,9.56986871503897,baja
11527,0.2561011729498205,64.03285953663229,0.9913637475010666,3.2263854509704486,11.390142139010313,baja
11528,0.4866938075181561,37.0,0.9965113870431013,3.4044896791969266,10.83346903759078,baja
11529,0.265523384744229,197.0,0.9954953081005885,3.1936822564961527,9.481588717519237,baja
